transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,is_fraud,year,month,day,dayofweek,hour
201106,109,0,227,8413,3,1,2025,8,8,4,3
201107,236,0,1955,10284,2,1,2025,8,9,5,13
201108,125,1,74,12191,1,0,2025,8,2,5,7
201109,245,1,1361,5561,0,0,2025,8,5,1,16
201110,382,1,2940,5248,3,0,2025,8,2,5,7
201111,685,1,840,157738,0,1,2025,8,25,0,0
201112,132,1,1865,2193,0,0,2025,8,3,6,12
201113,276,1,146,141503,0,0,2025,8,17,6,8
201114,777,1,2344,9260,2,0,2025,8,8,4,9
201115,485,1,1624,8197,1,0,2025,8,4,0,13
201116,187,1,425,11489,2,0,2025,8,13,2,2
201117,527,1,2949,3810,3,0,2025,8,5,1,12
201118,528,1,432,8547,0,0,2025,8,17,6,16
201119,512,0,1093,180850,3,0,2025,8,14,3,22
201120,796,1,2983,7455,3,0,2025,8,24,6,6
201121,161,1,1719,1728,0,0,2025,8,19,1,9
201122,585,1,2286,7516,0,0,2025,8,25,0,7
201123,316,1,2265,12084,3,0,2025,8,9,5,19
201124,764,0,1321,7635,0,0,2025,8,9,5,8
201125,166,1,2684,18594,3,0,2025,8,11,0,6
201126,284,1,714,10638,0,0,2025,8,1,4,17
201127,191,1,2029,10970,3,0,2025,8,18,0,1
201128,327,1,740,10702,2,1,2025,8,4,0,11
201129,275,1,1005,8909,0,0,2025,8,19,1,16
201130,540,1,1439,17875,0,0,2025,8,5,1,1
201131,157,0,968,10636,3,1,2025,8,5,1,23
201132,742,1,2238,13193,3,0,2025,8,14,3,7
201133,279,1,126,8414,3,0,2025,8,1,4,5
201134,136,1,44,3029,0,0,2025,8,18,0,12
201135,660,1,221,12559,0,0,2025,8,4,0,21
201136,128,0,2586,16673,3,0,2025,8,13,2,14
201137,114,1,962,6067,1,0,2025,8,14,3,12
201138,122,0,699,8594,1,1,2025,8,14,3,11
201139,665,1,2113,294424,3,0,2025,8,25,0,1
201140,629,1,1819,5911,0,0,2025,8,14,3,8
201141,411,1,643,11090,3,0,2025,8,15,4,0
201142,791,1,430,15166,1,0,2025,8,15,4,18
201143,683,0,513,197834,2,0,2025,8,15,4,2
201144,750,0,2041,7376,3,0,2025,8,11,0,2
201145,119,1,1695,179026,1,0,2025,8,3,6,9
201146,646,1,1194,146483,0,0,2025,8,3,6,2
201147,657,1,1910,10783,2,0,2025,8,18,0,10
201148,644,1,382,43582,2,0,2025,8,15,4,16
201149,690,0,2656,10105,1,0,2025,8,22,4,6
201150,655,1,755,15643,0,0,2025,8,22,4,23
201151,286,1,1685,5555,1,0,2025,8,24,6,18
201152,499,1,2088,10995,2,0,2025,8,11,0,16
201153,637,1,1721,5465,1,0,2025,8,6,2,4
201154,349,1,1413,7650,1,0,2025,8,19,1,4
201155,155,0,1121,4812,0,1,2025,8,16,5,19
201156,115,1,737,7644,3,0,2025,8,5,1,21
201157,293,1,1596,5977,0,0,2025,8,21,3,5
201158,131,1,1235,56294,1,0,2025,8,7,3,14
201159,743,1,2843,7058,1,0,2025,8,23,5,11
201160,119,1,1326,2869,3,0,2025,8,9,5,21
201161,787,1,101,37645,0,0,2025,8,13,2,5
201162,246,0,1780,11632,1,0,2025,8,10,6,7
201163,346,1,616,9245,0,0,2025,8,22,4,2
201164,440,1,488,20055,0,0,2025,8,2,5,14
201165,681,1,104,216837,3,0,2025,8,16,5,1
201166,633,1,1544,4943,1,1,2025,8,7,3,3
201167,660,1,920,7878,3,0,2025,8,1,4,4
201168,419,0,2928,7471,0,0,2025,8,18,0,21
201169,736,1,1367,22334,2,0,2025,8,14,3,23
201170,488,1,1114,5019,0,0,2025,8,6,2,15
201171,309,1,1356,2883,2,0,2025,8,9,5,19
201172,213,1,449,15806,2,0,2025,8,21,3,16
201173,405,1,1526,4438,3,0,2025,8,23,5,0
201174,564,1,2500,127624,3,0,2025,8,1,4,23
201175,497,0,2592,293947,0,1,2025,8,16,5,11
201176,754,1,2798,12651,0,0,2025,8,7,3,3
201177,788,0,878,4555,3,0,2025,8,3,6,3
201178,461,1,2869,12346,2,0,2025,8,6,2,17
201179,180,1,1450,11598,1,0,2025,8,9,5,1
201180,534,1,1500,3701,0,1,2025,8,24,6,8
201181,649,1,44,10434,1,0,2025,8,20,2,6
201182,769,0,207,5402,3,0,2025,8,14,3,15
201183,235,1,1283,14810,0,0,2025,8,3,6,11
201184,453,0,321,16763,2,0,2025,8,21,3,23
201185,683,0,840,12359,3,1,2025,8,9,5,1
201186,276,1,1242,13649,3,0,2025,8,15,4,17
201187,161,0,1668,8872,3,0,2025,8,19,1,15
201188,536,1,2421,98557,0,0,2025,8,15,4,1
201189,224,1,348,4690,0,0,2025,8,15,4,11
201190,691,1,2405,111717,3,1,2025,8,12,1,15
201191,713,1,1975,7894,3,0,2025,8,17,6,0
201192,647,1,1422,9538,3,0,2025,8,22,4,9
201193,715,1,662,11254,3,0,2025,8,20,2,18
201194,268,1,1818,6320,0,0,2025,8,18,0,13
201195,169,1,900,3369,0,0,2025,8,11,0,18
201196,263,1,1997,10401,0,0,2025,8,21,3,9
201197,248,1,1634,2638,2,0,2025,8,5,1,1
201198,562,1,2765,267287,0,0,2025,8,23,5,16
201199,455,1,644,9197,3,0,2025,8,9,5,11
201200,583,1,1981,7967,0,0,2025,8,1,4,15
201201,547,0,1788,126700,1,0,2025,8,14,3,13
201202,123,1,2473,9017,3,0,2025,8,9,5,7
201203,296,1,691,3609,0,0,2025,8,17,6,13
201204,490,1,1142,4299,3,0,2025,8,6,2,23
201205,749,1,539,20557,1,0,2025,8,19,1,10
201206,586,0,998,9921,3,0,2025,8,17,6,0
201207,339,1,750,6336,0,0,2025,8,3,6,8
201208,252,1,366,218478,1,1,2025,8,11,0,15
201209,406,0,2051,10277,3,0,2025,8,25,0,17
201210,215,1,2322,41733,0,0,2025,8,19,1,18
201211,709,1,117,4457,0,0,2025,8,16,5,20
201212,513,1,1608,11518,3,0,2025,8,15,4,1
201213,160,1,2243,8786,1,0,2025,8,19,1,21
201214,297,1,2690,2614,0,0,2025,8,1,4,21
201215,545,0,308,109561,0,1,2025,8,8,4,6
201216,425,1,1872,93068,2,0,2025,8,14,3,1
201217,371,1,2735,16882,3,0,2025,8,12,1,0
201218,376,1,883,8268,3,0,2025,8,22,4,4
201219,114,1,2927,3628,3,0,2025,8,24,6,13
201220,608,1,578,299732,0,0,2025,8,14,3,21
201221,161,1,1994,7408,0,0,2025,8,21,3,7
201222,793,1,545,246227,0,1,2025,8,25,0,4
201223,696,1,2949,10011,3,0,2025,8,25,0,18
201224,260,1,2724,95713,0,0,2025,8,23,5,14
201225,219,1,2198,22688,0,0,2025,8,2,5,14
201226,585,1,2154,15829,3,0,2025,8,9,5,6
201227,212,0,2294,7212,0,1,2025,8,17,6,13
201228,179,1,1851,16197,3,0,2025,8,8,4,17
201229,441,1,2429,66238,0,0,2025,8,17,6,5
201230,400,1,274,65254,0,0,2025,8,5,1,2
201231,249,1,209,5652,3,0,2025,8,3,6,8
201232,577,1,845,12367,1,1,2025,8,11,0,21
201233,231,1,535,9475,2,0,2025,8,21,3,13
201234,647,1,2708,197559,0,0,2025,8,7,3,21
201235,573,1,1277,9804,3,0,2025,8,6,2,15
201236,648,1,2920,19941,3,0,2025,8,22,4,2
201237,293,1,2480,9268,3,0,2025,8,5,1,23
201238,770,1,2417,8438,3,0,2025,8,7,3,10
201239,638,1,956,8963,1,0,2025,8,11,0,0
201240,460,0,2787,3506,0,0,2025,8,24,6,7
201241,679,0,2637,4072,3,0,2025,8,24,6,14
201242,309,1,935,6406,3,0,2025,8,19,1,13
201243,774,1,757,36406,0,0,2025,8,19,1,17
201244,612,1,103,8802,1,0,2025,8,24,6,20
201245,306,1,2672,8128,0,0,2025,8,21,3,23
201246,738,1,93,11309,2,0,2025,8,7,3,5
201247,695,1,1544,20519,3,0,2025,8,9,5,6
201248,523,1,2236,227067,0,1,2025,8,17,6,4
201249,410,1,1158,7234,1,0,2025,8,1,4,20
201250,582,1,1178,15577,0,0,2025,8,24,6,18
201251,303,0,1108,14534,0,0,2025,8,3,6,7
201252,376,1,116,6225,3,0,2025,8,25,0,11
201253,562,1,834,4912,2,0,2025,8,25,0,0
201254,134,0,2643,26626,0,0,2025,8,18,0,7
201255,241,0,1443,132717,1,1,2025,8,15,4,2
201256,159,1,961,66450,3,0,2025,8,11,0,16
201257,273,1,1573,10317,2,0,2025,8,1,4,13
201258,502,1,564,22377,3,0,2025,8,19,1,12
201259,101,1,759,16331,0,0,2025,8,21,3,16
201260,569,1,2560,8028,3,0,2025,8,7,3,6
201261,586,1,1514,16233,3,0,2025,8,25,0,5
201262,272,1,529,298732,3,0,2025,8,20,2,23
201263,674,1,1148,15097,3,0,2025,8,19,1,23
201264,323,1,1742,200517,0,1,2025,8,1,4,5
201265,690,1,1880,16166,3,0,2025,8,23,5,16
201266,763,1,1472,5900,3,0,2025,8,12,1,19
201267,633,1,2345,8364,0,0,2025,8,17,6,15
201268,766,1,1225,280500,1,0,2025,8,4,0,8
201269,539,1,2974,4859,2,0,2025,8,23,5,20
201270,253,0,432,21829,3,0,2025,8,2,5,4
201271,212,0,2964,2451,1,0,2025,8,15,4,10
201272,270,1,506,236097,0,0,2025,8,10,6,21
201273,623,1,2913,275245,0,0,2025,8,22,4,14
201274,317,1,267,2547,1,0,2025,8,13,2,22
201275,474,1,424,7604,3,0,2025,8,2,5,14
201276,187,1,42,13362,0,0,2025,8,5,1,18
201277,576,1,1020,11755,0,0,2025,8,11,0,0
201278,766,1,1520,5183,0,0,2025,8,22,4,9
201279,732,1,620,259725,0,0,2025,8,10,6,10
201280,302,1,1402,8745,0,0,2025,8,24,6,4
201281,684,1,1530,21592,0,0,2025,8,24,6,4
201282,196,0,467,9720,1,1,2025,8,10,6,10
201283,265,0,431,2051,1,0,2025,8,7,3,6
201284,603,1,1061,9335,3,0,2025,8,10,6,6
201285,162,1,407,11793,0,0,2025,8,14,3,19
201286,213,1,762,10143,3,0,2025,8,17,6,12
201287,578,1,719,5608,1,0,2025,8,18,0,19
201288,284,0,1967,1648,3,0,2025,8,17,6,18
201289,575,1,950,275051,1,0,2025,8,23,5,21
201290,318,1,1003,2399,2,0,2025,8,24,6,3
201291,215,0,2768,83102,3,0,2025,8,1,4,12
201292,741,0,270,10267,0,0,2025,8,24,6,14
201293,408,1,2358,2462,1,0,2025,8,9,5,18
201294,416,1,1249,8722,3,0,2025,8,8,4,3
201295,183,1,2200,3521,3,0,2025,8,15,4,6
201296,227,0,1840,15009,0,1,2025,8,9,5,8
201297,792,1,2867,12369,0,0,2025,8,4,0,2
201298,244,1,1094,8202,0,0,2025,8,3,6,4
201299,498,1,1389,7092,2,0,2025,8,18,0,15
201300,699,1,14,6981,3,0,2025,8,25,0,13
201301,288,1,110,4111,1,0,2025,8,3,6,22
201302,484,1,2344,7657,3,0,2025,8,19,1,0
201303,758,1,136,2601,2,0,2025,8,22,4,10
201304,451,0,2567,8078,0,0,2025,8,11,0,17
201305,287,1,420,6073,3,0,2025,8,9,5,0
201306,762,0,2194,9938,0,0,2025,8,14,3,4
201307,438,1,1950,2100,3,0,2025,8,3,6,11
201308,146,1,2701,8395,0,0,2025,8,4,0,1
201309,497,1,1907,239251,3,0,2025,8,7,3,10
201310,527,1,2007,220515,2,0,2025,8,21,3,21
201311,745,1,2724,77350,0,0,2025,8,11,0,8
201312,629,1,1063,8698,3,0,2025,8,19,1,17
201313,341,1,1557,12348,3,0,2025,8,3,6,5
201314,666,1,582,9562,0,0,2025,8,14,3,17
201315,693,1,661,4242,1,0,2025,8,14,3,18
201316,396,1,2327,299992,3,1,2025,8,18,0,9
201317,717,1,2600,15267,0,0,2025,8,6,2,1
201318,407,1,859,97147,2,1,2025,8,15,4,1
201319,254,1,2103,10610,3,0,2025,8,1,4,20
201320,142,1,950,34466,3,0,2025,8,3,6,20
201321,604,1,60,9755,2,0,2025,8,10,6,5
201322,170,1,1503,16124,3,0,2025,8,19,1,16
201323,169,1,1063,13120,3,0,2025,8,19,1,6
201324,129,1,2010,13264,3,0,2025,8,12,1,22
201325,508,0,1029,4435,1,0,2025,8,17,6,0
201326,605,1,2430,15992,0,0,2025,8,25,0,14
201327,560,0,2060,10351,0,0,2025,8,11,0,10
201328,197,1,2533,12165,3,0,2025,8,7,3,1
201329,458,1,1072,3655,0,0,2025,8,25,0,1
201330,358,1,1376,7493,3,0,2025,8,20,2,18
201331,798,1,182,12932,1,0,2025,8,9,5,22
201332,215,1,2930,2081,0,0,2025,8,19,1,8
201333,467,1,977,28054,3,0,2025,8,19,1,10
201334,513,1,1912,22553,1,0,2025,8,23,5,19
201335,611,1,2251,5639,3,0,2025,8,8,4,20
201336,686,0,2962,151009,1,0,2025,8,2,5,13
201337,692,0,728,3774,3,1,2025,8,13,2,22
201338,520,1,706,7891,0,0,2025,8,7,3,5
201339,500,1,499,17634,3,0,2025,8,4,0,5
201340,779,1,1194,274265,3,1,2025,8,22,4,4
201341,151,0,987,186874,1,0,2025,8,21,3,19
201342,190,1,2636,136954,3,1,2025,8,14,3,6
201343,679,1,43,193352,0,0,2025,8,23,5,15
201344,526,1,29,9272,0,1,2025,8,23,5,11
201345,434,1,827,4875,1,0,2025,8,15,4,13
201346,132,1,2086,7661,3,1,2025,8,16,5,15
201347,736,1,1618,2337,1,0,2025,8,9,5,18
201348,223,1,153,190505,2,0,2025,8,15,4,10
201349,574,1,2740,8924,0,0,2025,8,4,0,13
201350,657,1,2956,7314,3,0,2025,8,8,4,17
201351,241,1,2301,13439,1,0,2025,8,19,1,21
201352,795,1,2508,4363,3,0,2025,8,9,5,10
201353,169,1,1895,2489,0,0,2025,8,4,0,15
201354,208,1,1716,15664,0,0,2025,8,3,6,21
201355,432,1,948,5212,2,0,2025,8,14,3,11
201356,721,1,707,12322,0,0,2025,8,22,4,4
201357,448,1,1969,9820,2,0,2025,8,12,1,10
201358,157,1,1045,78259,2,0,2025,8,20,2,17
201359,493,1,46,2808,1,0,2025,8,4,0,9
201360,286,1,2786,10664,0,0,2025,8,5,1,3
201361,586,1,1260,8041,0,0,2025,8,12,1,10
201362,151,1,2705,195685,0,0,2025,8,13,2,10
201363,679,1,1891,13465,3,0,2025,8,6,2,7
201364,152,1,180,5668,3,0,2025,8,21,3,20
201365,657,1,1280,22162,3,0,2025,8,25,0,18
201366,787,0,1084,127290,3,0,2025,8,23,5,3
201367,304,0,562,2490,3,0,2025,8,8,4,21
201368,446,1,1353,9583,3,0,2025,8,21,3,10
201369,591,1,1439,26502,3,0,2025,8,23,5,13
201370,581,1,1823,3506,1,0,2025,8,8,4,3
201371,307,1,1866,6082,3,0,2025,8,3,6,15
201372,158,1,695,5501,3,0,2025,8,3,6,7
201373,483,1,715,4477,0,0,2025,8,23,5,9
201374,779,1,520,17563,3,0,2025,8,20,2,21
201375,628,0,635,9743,1,0,2025,8,14,3,12
201376,265,1,745,6211,0,0,2025,8,14,3,0
201377,350,0,947,4919,3,0,2025,8,12,1,11
201378,367,1,2603,25889,0,0,2025,8,23,5,10
201379,276,0,715,7204,0,0,2025,8,8,4,18
201380,253,1,2385,20544,3,0,2025,8,4,0,5
201381,583,1,1491,8380,1,0,2025,8,10,6,10
201382,205,1,1488,3876,3,0,2025,8,7,3,10
201383,240,0,1813,3819,3,0,2025,8,23,5,7
201384,678,1,241,5007,0,0,2025,8,2,5,19
201385,711,1,2632,2829,3,0,2025,8,19,1,13
201386,748,1,628,2660,1,0,2025,8,12,1,18
201387,434,1,2113,7081,0,0,2025,8,3,6,6
201388,506,1,731,35848,3,0,2025,8,25,0,6
201389,695,1,2505,9866,0,0,2025,8,6,2,0
201390,225,1,2175,7258,3,0,2025,8,21,3,4
201391,525,1,1426,10687,0,0,2025,8,23,5,11
201392,477,1,2654,5459,2,1,2025,8,7,3,16
201393,126,1,2434,3546,3,0,2025,8,15,4,14
201394,531,1,1668,5205,0,0,2025,8,23,5,16
201395,607,1,2867,280699,3,0,2025,8,22,4,5
201396,571,1,1382,9896,1,0,2025,8,19,1,6
201397,160,1,1667,6752,2,0,2025,8,9,5,8
201398,359,1,2903,159593,2,0,2025,8,12,1,18
201399,488,1,1994,11578,0,0,2025,8,24,6,14
201400,111,1,337,224197,1,0,2025,8,24,6,9
201401,129,1,319,4500,0,0,2025,8,8,4,7
201402,664,0,1883,4993,0,0,2025,8,15,4,22
201403,426,0,2569,8540,0,0,2025,8,25,0,0
201404,359,1,1127,9738,3,0,2025,8,21,3,22
201405,270,1,307,7998,1,0,2025,8,14,3,21
201406,129,1,2307,48408,3,0,2025,8,5,1,3
201407,352,1,2225,189137,0,1,2025,8,6,2,21
201408,372,1,2645,6843,0,0,2025,8,24,6,21
201409,397,1,334,10730,0,0,2025,8,12,1,2
201410,383,1,887,22972,0,0,2025,8,18,0,2
201411,227,0,313,51475,1,0,2025,8,17,6,0
201412,476,0,1065,13341,1,0,2025,8,3,6,17
201413,188,1,988,287985,0,0,2025,8,3,6,5
201414,504,1,2042,4676,0,0,2025,8,19,1,18
201415,748,1,2463,15312,1,0,2025,8,4,0,14
201416,271,1,353,6601,1,0,2025,8,13,2,4
201417,245,1,2599,3425,3,0,2025,8,21,3,7
201418,335,1,574,7440,0,0,2025,8,14,3,11
201419,245,1,2898,221790,3,0,2025,8,2,5,10
201420,309,1,1490,8882,2,0,2025,8,11,0,23
201421,308,1,76,64482,1,0,2025,8,15,4,17
201422,466,1,902,15316,0,0,2025,8,25,0,7
201423,758,1,952,12677,3,0,2025,8,3,6,7
201424,177,1,2780,14083,0,0,2025,8,7,3,13
201425,424,1,893,8423,1,0,2025,8,3,6,9
201426,149,1,1233,2649,0,0,2025,8,5,1,19
201427,726,1,2132,4921,0,0,2025,8,12,1,18
201428,585,1,1990,8851,0,0,2025,8,20,2,13
201429,565,1,953,7570,3,0,2025,8,3,6,16
201430,675,1,402,7495,3,0,2025,8,3,6,8
201431,251,1,2872,9360,3,0,2025,8,24,6,5
201432,523,1,2357,6401,1,0,2025,8,12,1,2
201433,705,1,2619,103096,0,1,2025,8,3,6,19
201434,431,1,2576,4357,0,0,2025,8,25,0,6
201435,720,1,491,12171,0,0,2025,8,5,1,3
201436,674,0,1796,16488,2,0,2025,8,7,3,18
201437,413,1,2335,20701,3,0,2025,8,16,5,12
201438,475,1,300,10013,1,0,2025,8,3,6,9
201439,682,1,2360,7804,0,1,2025,8,24,6,19
201440,746,1,1314,8422,0,0,2025,8,6,2,19
201441,203,1,1390,6393,3,0,2025,8,15,4,10
201442,654,1,851,164241,0,0,2025,8,3,6,8
201443,322,1,2467,4016,0,0,2025,8,1,4,5
201444,170,1,2034,11317,1,0,2025,8,23,5,16
201445,523,1,86,17922,3,1,2025,8,8,4,9
201446,641,1,2531,21152,1,0,2025,8,10,6,3
201447,441,1,1481,16187,3,0,2025,8,17,6,13
201448,111,1,2236,11679,0,0,2025,8,25,0,10
201449,115,1,2512,4666,1,1,2025,8,2,5,1
201450,603,1,2642,4091,3,0,2025,8,20,2,19
201451,151,1,1833,15294,3,0,2025,8,20,2,8
201452,352,1,2284,11102,3,0,2025,8,14,3,8
201453,604,0,1485,4486,0,1,2025,8,4,0,19
201454,610,1,894,283497,3,1,2025,8,19,1,5
201455,544,1,54,10883,3,0,2025,8,14,3,7
201456,744,1,772,2783,1,0,2025,8,14,3,15
201457,372,1,2948,6146,3,0,2025,8,18,0,4
201458,269,1,2692,6142,0,0,2025,8,17,6,15
201459,466,0,2810,297318,3,0,2025,8,13,2,10
201460,729,1,458,3304,3,0,2025,8,1,4,18
201461,797,1,695,5362,3,1,2025,8,4,0,9
201462,671,1,136,24506,3,0,2025,8,8,4,22
201463,100,1,2507,17881,0,0,2025,8,3,6,5
201464,132,1,562,9416,0,0,2025,8,12,1,0
201465,620,1,473,17393,3,0,2025,8,1,4,1
201466,778,0,966,7233,0,0,2025,8,10,6,10
201467,648,1,2953,3971,0,0,2025,8,23,5,20
201468,482,1,657,172877,3,1,2025,8,23,5,20
201469,662,1,1644,9388,0,0,2025,8,12,1,10
201470,513,0,2434,26469,0,0,2025,8,13,2,3
201471,593,1,2676,29796,1,0,2025,8,19,1,4
201472,178,1,2248,6900,0,0,2025,8,15,4,17
201473,138,1,687,11802,3,0,2025,8,16,5,12
201474,210,0,1553,3726,2,0,2025,8,21,3,19
201475,332,1,677,10828,3,0,2025,8,1,4,13
201476,771,1,2433,10592,0,0,2025,8,25,0,10
201477,384,0,2563,4561,3,0,2025,8,16,5,6
201478,626,1,2686,18573,1,0,2025,8,4,0,9
201479,689,0,2336,3359,0,0,2025,8,13,2,13
201480,305,1,333,20336,3,0,2025,8,15,4,5
201481,799,0,1165,7297,0,0,2025,8,7,3,6
201482,507,1,179,11204,3,0,2025,8,3,6,5
201483,305,1,730,9009,1,0,2025,8,1,4,7
201484,218,1,50,7031,1,0,2025,8,8,4,9
201485,180,1,234,6025,0,0,2025,8,25,0,13
201486,757,1,1709,8213,2,0,2025,8,13,2,3
201487,506,1,2766,5271,3,0,2025,8,5,1,5
201488,653,1,597,4658,2,0,2025,8,2,5,21
201489,564,1,2213,15591,0,0,2025,8,23,5,18
201490,521,0,191,5744,0,0,2025,8,21,3,5
201491,778,1,2462,7369,0,0,2025,8,12,1,7
201492,438,1,544,11659,3,0,2025,8,17,6,23
201493,762,1,1532,4845,3,0,2025,8,9,5,10
201494,791,1,1201,140595,3,1,2025,8,21,3,6
201495,636,0,458,6801,3,0,2025,8,7,3,23
201496,398,0,2172,3556,3,0,2025,8,17,6,3
201497,489,0,431,14375,0,0,2025,8,20,2,21
201498,676,0,2972,4628,3,0,2025,8,7,3,17
201499,120,1,2655,18992,3,0,2025,8,12,1,3
201500,462,0,1822,13109,1,0,2025,8,15,4,4
201501,689,1,2705,6849,3,0,2025,8,1,4,8
201502,593,1,1270,221330,3,0,2025,8,11,0,13
201503,225,1,2289,25928,0,0,2025,8,11,0,18
201504,537,1,753,84968,0,0,2025,8,25,0,21
201505,761,1,500,16561,3,0,2025,8,18,0,22
201506,413,1,186,9575,0,0,2025,8,16,5,0
201507,559,1,1412,16108,0,0,2025,8,2,5,12
201508,437,1,782,12011,0,0,2025,8,22,4,8
201509,749,1,2330,8246,0,0,2025,8,24,6,10
201510,421,1,2108,6087,0,0,2025,8,9,5,3
201511,304,1,2703,69050,0,0,2025,8,16,5,19
201512,745,1,2049,5750,3,0,2025,8,15,4,7
201513,180,0,468,2424,1,0,2025,8,15,4,3
201514,121,1,2977,222680,1,0,2025,8,11,0,2
201515,570,1,1182,10446,0,0,2025,8,3,6,4
201516,642,1,1563,16285,0,0,2025,8,21,3,13
201517,106,1,1114,141653,0,0,2025,8,20,2,13
201518,727,1,2880,8461,3,0,2025,8,16,5,6
201519,689,1,1842,6347,0,0,2025,8,18,0,14
201520,403,1,2415,16261,3,0,2025,8,24,6,19
201521,566,1,851,12707,1,0,2025,8,23,5,10
201522,447,0,2141,9479,1,1,2025,8,7,3,7
201523,167,1,190,12140,0,0,2025,8,7,3,16
201524,106,0,2792,15197,3,0,2025,8,5,1,4
201525,233,1,2239,46498,0,0,2025,8,12,1,7
201526,639,1,644,7861,0,0,2025,8,21,3,18
201527,157,1,1566,19231,0,0,2025,8,2,5,0
201528,281,1,2750,3584,0,0,2025,8,14,3,19
201529,773,1,2281,22735,3,0,2025,8,13,2,17
201530,489,1,780,5458,3,0,2025,8,19,1,10
201531,313,1,2287,12430,3,0,2025,8,20,2,8
201532,691,1,2153,291257,3,0,2025,8,10,6,0
201533,432,1,1579,5175,0,0,2025,8,6,2,20
201534,222,1,1824,14311,3,0,2025,8,2,5,6
201535,194,0,2103,13327,0,1,2025,8,4,0,19
201536,543,1,2851,32958,0,0,2025,8,25,0,22
201537,786,0,640,8009,0,0,2025,8,1,4,19
201538,284,1,653,8295,2,0,2025,8,5,1,11
201539,336,1,2032,7890,0,0,2025,8,22,4,5
201540,402,1,2672,8993,0,0,2025,8,9,5,12
201541,617,1,2150,6695,3,0,2025,8,3,6,19
201542,726,1,2064,3871,0,0,2025,8,25,0,17
201543,101,0,1900,14224,0,1,2025,8,13,2,8
201544,556,1,446,20062,2,0,2025,8,19,1,18
201545,488,1,1461,4557,3,0,2025,8,7,3,4
201546,572,1,2843,7873,2,0,2025,8,20,2,23
201547,452,1,1683,15763,1,0,2025,8,21,3,10
201548,319,0,594,4963,3,0,2025,8,14,3,6
201549,438,1,1222,3651,3,0,2025,8,15,4,10
201550,197,1,2959,5043,0,0,2025,8,3,6,1
201551,790,1,2484,3687,0,0,2025,8,7,3,5
201552,381,1,2071,9357,0,0,2025,8,15,4,5
201553,468,0,2519,12407,1,0,2025,8,19,1,17
201554,480,1,2098,4599,0,0,2025,8,4,0,13
201555,427,1,1996,20780,0,0,2025,8,17,6,15
201556,304,1,225,7516,3,0,2025,8,2,5,19
201557,598,1,1946,22775,0,0,2025,8,14,3,2
201558,668,1,2019,7071,0,0,2025,8,13,2,18
201559,602,1,12,4733,0,1,2025,8,19,1,4
201560,684,1,2170,11671,3,0,2025,8,8,4,11
201561,645,0,2057,10099,3,1,2025,8,24,6,4
201562,150,1,495,93968,0,0,2025,8,12,1,21
201563,517,1,2080,16915,0,1,2025,8,16,5,22
201564,644,1,1264,52142,0,0,2025,8,21,3,4
201565,682,0,2108,12537,3,0,2025,8,8,4,0
201566,431,1,649,5007,3,0,2025,8,21,3,14
201567,587,1,75,243649,3,0,2025,8,9,5,5
201568,534,0,43,3304,3,1,2025,8,16,5,17
201569,250,1,1012,5789,0,0,2025,8,6,2,4
201570,581,1,456,5605,0,0,2025,8,13,2,20
201571,292,1,631,30768,0,0,2025,8,10,6,22
201572,577,1,2308,105710,0,1,2025,8,9,5,10
201573,170,1,173,5329,3,0,2025,8,3,6,18
201574,300,1,2530,26053,3,0,2025,8,1,4,6
201575,788,1,700,6950,0,0,2025,8,24,6,2
201576,618,1,273,247479,3,1,2025,8,16,5,22
201577,457,1,969,5772,3,0,2025,8,6,2,0
201578,579,0,653,7562,0,0,2025,8,2,5,5
201579,470,0,2569,34817,3,0,2025,8,21,3,17
201580,756,1,2735,5596,3,0,2025,8,15,4,0
201581,760,1,2270,5397,0,0,2025,8,13,2,2
201582,574,0,2358,134190,0,1,2025,8,13,2,15
201583,668,1,1185,16207,0,0,2025,8,18,0,2
201584,249,1,2865,4998,2,0,2025,8,20,2,4
201585,393,1,2578,4199,3,0,2025,8,10,6,21
201586,108,1,362,9754,0,0,2025,8,19,1,16
201587,239,0,1401,6735,3,0,2025,8,16,5,14
201588,612,0,2239,5785,2,1,2025,8,3,6,11
201589,614,1,994,3376,0,0,2025,8,3,6,17
201590,128,1,1788,274162,1,0,2025,8,5,1,19
201591,422,0,135,3659,3,0,2025,8,9,5,8
201592,174,1,834,260928,0,1,2025,8,19,1,21
201593,136,1,2525,10742,1,0,2025,8,22,4,2
201594,624,1,2777,2829,2,0,2025,8,4,0,3
201595,554,1,1769,10300,2,0,2025,8,16,5,14
201596,243,1,1137,5596,3,0,2025,8,17,6,22
201597,778,1,1119,17908,3,0,2025,8,17,6,14
201598,517,1,385,18393,3,0,2025,8,24,6,6
201599,687,1,1056,6857,3,0,2025,8,1,4,11
201600,740,0,1642,2955,0,0,2025,8,24,6,1
201601,536,1,1534,3640,1,0,2025,8,24,6,19
201602,624,1,1279,6594,3,0,2025,8,7,3,22
201603,229,1,1419,210327,2,0,2025,8,21,3,10
201604,153,1,731,16201,0,0,2025,8,2,5,15
201605,582,1,475,7527,1,0,2025,8,23,5,0
201606,315,0,1561,4322,1,0,2025,8,6,2,16
201607,298,1,2193,176785,0,1,2025,8,21,3,2
201608,503,1,2218,220037,2,0,2025,8,2,5,6
201609,751,1,1441,8752,3,0,2025,8,17,6,2
