customer_id,kyc_verified,account_age_days,transaction_amount,channel_encoded,hour_of_day,day_of_week,is_night_txn,is_high_amount_transaction,high_amount_night_txn,new_customer_high_amount,kyc_low_age_txn,is_weekend_txn,is_holiday_txn
CUST_358,1,1697,4159,3,2,5,1,0,0,0,0,1,0
CUST_603,1,633,5677,3,0,0,1,0,0,0,0,0,0
CUST_429,1,2653,205870,1,22,2,0,1,0,0,0,0,0
CUST_784,1,1192,17010,0,14,0,0,0,0,0,0,0,0
CUST_383,0,1977,5798,1,2,3,1,0,0,0,0,0,0
CUST_114,1,2927,3628,3,13,6,0,0,0,0,0,1,0
CUST_529,1,480,7120,2,6,0,1,0,0,0,0,0,0
CUST_276,1,2800,6329,3,19,5,0,0,0,0,0,1,0
CUST_131,1,2285,7438,1,4,2,1,0,0,0,0,0,0
CUST_223,1,442,3799,2,9,6,0,0,0,0,0,1,0
CUST_700,1,1070,10777,1,8,1,0,0,0,0,0,0,0
CUST_374,1,607,6499,1,16,0,0,0,0,0,0,0,0
CUST_517,1,2080,16915,1,22,5,0,0,0,0,0,1,0
CUST_473,1,2399,3297,3,8,2,0,0,0,0,0,0,0
CUST_711,1,1553,22758,1,14,6,0,0,0,0,0,1,0
CUST_477,1,581,9407,1,8,5,0,0,0,0,0,1,0
CUST_765,1,2134,71516,2,16,1,0,1,0,0,0,0,0
CUST_724,0,2750,1323,3,8,3,0,0,0,0,0,0,0
CUST_638,1,956,8963,2,0,0,1,0,0,0,0,0,0
CUST_520,1,531,6294,3,17,5,0,0,0,0,0,1,0
CUST_775,1,2207,60919,3,22,0,0,1,0,0,0,0,0
CUST_728,1,1412,6405,0,15,5,0,0,0,0,0,1,0
CUST_651,1,511,50653,2,7,5,0,1,0,0,0,1,0
CUST_369,1,312,1684,1,3,0,1,0,0,0,0,0,0
CUST_754,1,2256,10561,1,1,5,1,0,0,0,0,1,0
CUST_505,1,1109,32506,3,4,5,1,0,0,0,0,1,0
CUST_256,1,558,3495,1,12,3,0,0,0,0,0,0,0
CUST_184,0,2992,141490,2,17,1,0,1,0,0,0,0,0
CUST_478,0,705,7097,3,17,2,0,0,0,0,0,0,0
CUST_733,1,2428,5342,1,18,3,0,0,0,0,0,0,0
CUST_423,1,1925,7951,1,16,0,0,0,0,0,0,0,0
CUST_178,0,910,6605,3,6,4,1,0,0,0,0,0,0
CUST_649,1,2004,7599,3,4,4,1,0,0,0,0,0,0
CUST_468,1,127,9141,2,17,2,0,0,0,0,0,0,0
CUST_689,0,2336,3359,1,13,2,0,0,0,0,0,0,0
CUST_652,1,1669,10275,3,15,0,0,0,0,0,0,0,0
CUST_774,1,359,7898,2,13,3,0,0,0,0,0,0,0
CUST_691,1,962,18929,3,11,6,0,0,0,0,0,1,0
CUST_298,0,1258,12875,1,12,6,0,0,0,0,0,1,0
CUST_508,0,1029,4435,2,0,6,1,0,0,0,0,1,0
CUST_250,1,1410,3480,3,17,6,0,0,0,0,0,1,0
CUST_670,0,1453,6268,1,11,3,0,0,0,0,0,0,0
CUST_407,0,670,5766,2,12,6,0,0,0,0,0,1,0
CUST_529,1,183,10021,1,18,0,0,0,0,0,0,0,0
CUST_525,1,344,8954,1,7,6,0,0,0,0,0,1,0
CUST_591,1,2776,7494,1,20,0,0,0,0,0,0,0,0
CUST_592,1,712,17795,3,11,5,0,0,0,0,0,1,0
CUST_598,0,1014,6817,3,16,2,0,0,0,0,0,0,0
CUST_174,1,793,13785,3,23,4,0,0,0,0,0,0,0
CUST_460,1,616,17728,2,23,3,0,0,0,0,0,0,0
CUST_438,0,1129,7281,2,16,4,0,0,0,0,0,0,0
CUST_696,1,1114,1619,1,1,4,1,0,0,0,0,0,1
CUST_745,1,2049,5750,3,7,4,0,0,0,0,0,0,1
CUST_391,1,1400,11802,0,7,6,0,0,0,0,0,1,0
CUST_100,1,2811,12251,1,5,5,1,0,0,0,0,1,0
CUST_173,1,206,12093,2,13,6,0,0,0,0,0,1,0
CUST_313,1,749,3325,3,15,6,0,0,0,0,0,1,0
CUST_429,1,2281,25330,1,15,6,0,0,0,0,0,1,0
CUST_762,1,1464,7121,1,6,1,1,0,0,0,0,0,0
CUST_508,1,1833,56102,1,0,4,1,1,1,0,0,0,0
CUST_276,1,146,141503,1,8,6,0,1,0,1,0,1,0
CUST_243,1,302,5425,1,11,6,0,0,0,0,0,1,0
CUST_170,1,173,5329,3,18,6,0,0,0,0,0,1,0
CUST_563,1,409,4188,1,6,5,1,0,0,0,0,1,0
CUST_679,0,2702,22010,1,13,1,0,0,0,0,0,0,0
CUST_323,0,430,11902,0,6,3,1,0,0,0,0,0,0
CUST_744,1,2949,120092,2,14,6,0,1,0,0,0,1,0
CUST_794,1,1347,3049,1,12,6,0,0,0,0,0,1,0
CUST_657,1,1056,10333,1,14,0,0,0,0,0,0,0,0
CUST_584,1,776,266622,2,13,2,0,1,0,0,0,0,0
CUST_122,0,699,8594,2,11,3,0,0,0,0,0,0,0
CUST_124,1,2726,5895,3,2,5,1,0,0,0,0,1,0
CUST_618,1,273,247479,3,22,5,0,1,0,0,0,1,0
CUST_294,0,983,3866,0,4,0,1,0,0,0,0,0,0
CUST_409,1,1395,4667,2,5,0,1,0,0,0,0,0,0
CUST_402,1,346,4083,1,14,0,0,0,0,0,0,0,0
CUST_454,1,769,16129,0,11,5,0,0,0,0,0,1,0
CUST_310,1,2229,11591,3,6,6,1,0,0,0,0,1,0
CUST_617,1,931,12067,3,6,5,1,0,0,0,0,1,0
CUST_660,1,585,109326,3,23,1,0,1,0,0,0,0,0
CUST_448,1,1626,12430,1,9,2,0,0,0,0,0,0,0
CUST_315,1,88,4012,3,4,3,1,0,0,0,0,0,0
CUST_353,1,1978,3776,3,2,6,1,0,0,0,0,1,0
CUST_567,1,32,4436,3,7,4,0,0,0,0,0,0,0
CUST_786,1,1661,5216,3,19,1,0,0,0,0,0,0,0
CUST_353,1,1922,6861,1,23,4,0,0,0,0,0,0,1
CUST_163,1,1672,10101,1,19,1,0,0,0,0,0,0,0
CUST_165,1,2756,19296,2,14,0,0,0,0,0,0,0,0
CUST_552,1,207,71517,1,6,5,1,1,1,0,0,1,0
CUST_787,1,820,8684,3,19,5,0,0,0,0,0,1,0
CUST_776,1,437,2958,1,22,1,0,0,0,0,0,0,0
CUST_457,1,969,5772,3,0,2,1,0,0,0,0,0,0
CUST_251,1,392,3622,3,22,5,0,0,0,0,0,1,0
CUST_494,1,2233,6740,1,11,2,0,0,0,0,0,0,0
CUST_332,1,2944,4097,0,3,4,1,0,0,0,0,0,1
CUST_683,0,513,197834,0,2,4,1,1,1,0,0,0,1
CUST_213,0,416,5605,1,8,2,0,0,0,0,0,0,0
CUST_541,1,606,3911,1,8,0,0,0,0,0,0,0,0
CUST_322,1,2327,9253,0,2,2,1,0,0,0,0,0,0
CUST_175,0,2941,12118,3,20,5,0,0,0,0,0,1,0
CUST_167,1,190,12140,1,16,3,0,0,0,0,0,0,0
CUST_113,1,691,1849,2,3,0,1,0,0,0,0,0,0
CUST_414,1,1556,5554,1,4,2,1,0,0,0,0,0,0
CUST_506,1,2774,66675,2,16,6,0,1,0,0,0,1,0
CUST_647,1,2708,197559,1,21,3,0,1,0,0,0,0,0
CUST_389,0,391,2865,1,18,4,0,0,0,0,0,0,1
CUST_149,1,2062,7791,3,20,2,0,0,0,0,0,0,0
CUST_340,1,2472,3679,1,10,5,0,0,0,0,0,1,0
CUST_515,0,1538,6224,1,3,1,1,0,0,0,0,0,0
CUST_782,1,1421,18872,2,6,6,1,0,0,0,0,1,0
CUST_209,1,2505,12558,3,9,6,0,0,0,0,0,1,0
CUST_288,1,2439,8768,3,11,5,0,0,0,0,0,1,0
CUST_276,0,715,7204,1,18,4,0,0,0,0,0,0,0
CUST_384,0,1168,229769,3,4,0,1,1,1,0,0,0,0
CUST_448,1,1281,11420,3,2,1,1,0,0,0,0,0,0
CUST_177,1,1603,7102,3,0,1,1,0,0,0,0,0,0
CUST_397,1,334,10730,1,2,1,1,0,0,0,0,0,0
CUST_641,1,1670,6852,0,4,4,1,0,0,0,0,0,0
CUST_385,1,271,2546,2,23,3,0,0,0,0,0,0,0
CUST_368,1,1480,31910,2,10,1,0,0,0,0,0,0,0
CUST_577,1,1656,260677,1,19,1,0,1,0,0,0,0,0
CUST_603,1,2493,9904,3,15,0,0,0,0,0,0,0,0
CUST_718,1,1421,8736,3,10,1,0,0,0,0,0,0,0
CUST_312,1,703,9199,1,3,6,1,0,0,0,0,1,0
CUST_127,1,1789,3980,1,16,5,0,0,0,0,0,1,0
CUST_699,1,2444,48011,0,2,2,1,0,0,0,0,0,0
CUST_183,1,2564,3942,3,17,0,0,0,0,0,0,0,0
CUST_506,1,644,6022,3,4,4,1,0,0,0,0,0,0
CUST_360,1,2298,18885,3,5,2,1,0,0,0,0,0,0
CUST_366,1,890,224490,2,23,3,0,1,0,0,0,0,0
CUST_432,1,1579,5175,1,20,2,0,0,0,0,0,0,0
CUST_479,1,2395,5515,3,18,5,0,0,0,0,0,1,0
CUST_413,1,2722,2926,3,16,6,0,0,0,0,0,1,0
CUST_573,1,678,219552,1,4,1,1,1,1,0,0,0,0
CUST_782,0,1596,9134,1,22,6,0,0,0,0,0,1,0
CUST_316,1,2265,12084,3,19,5,0,0,0,0,0,1,0
CUST_682,0,2108,12537,3,0,4,1,0,0,0,0,0,0
CUST_620,1,473,17393,3,1,4,1,0,0,0,0,0,0
CUST_424,1,267,5824,1,9,5,0,0,0,0,0,1,0
CUST_577,1,198,258795,1,1,3,1,1,1,0,0,0,0
CUST_344,1,1452,5242,1,21,1,0,0,0,0,0,0,0
CUST_579,0,939,16522,0,13,4,0,0,0,0,0,0,0
CUST_409,1,2942,195680,1,10,2,0,1,0,0,0,0,0
CUST_658,1,1391,7040,1,4,6,1,0,0,0,0,1,0
CUST_318,1,1489,7810,1,18,0,0,0,0,0,0,0,0
CUST_293,1,2480,9268,3,23,1,0,0,0,0,0,0,0
CUST_184,1,576,187131,3,9,5,0,1,0,0,0,1,0
CUST_136,1,1536,6483,3,23,4,0,0,0,0,0,0,0
CUST_318,0,1896,6776,1,10,6,0,0,0,0,0,1,0
CUST_661,1,2144,9862,3,19,5,0,0,0,0,0,1,0
CUST_453,0,2951,4046,3,12,6,0,0,0,0,0,1,0
CUST_116,1,1052,216774,1,22,3,0,1,0,0,0,0,0
CUST_436,1,2800,240164,3,10,6,0,1,0,0,0,1,0
CUST_418,1,959,4203,1,7,0,0,0,0,0,0,0,0
CUST_224,1,1391,6193,1,19,4,0,0,0,0,0,0,0
CUST_548,1,2389,11014,1,6,5,1,0,0,0,0,1,0
CUST_430,1,174,3949,1,21,0,0,0,0,0,0,0,0
CUST_366,1,1611,6744,1,6,2,1,0,0,0,0,0,0
CUST_690,1,2719,16336,1,8,2,0,0,0,0,0,0,0
CUST_750,0,1676,14906,1,13,2,0,0,0,0,0,0,0
CUST_226,0,1189,125998,0,1,2,1,1,1,0,0,0,0
CUST_773,1,2281,22735,3,17,2,0,0,0,0,0,0,0
CUST_403,1,2390,4441,1,12,2,0,0,0,0,0,0,0
CUST_693,1,661,4242,2,18,3,0,0,0,0,0,0,0
CUST_283,1,2046,5593,1,18,2,0,0,0,0,0,0,0
CUST_575,1,841,8625,2,17,6,0,0,0,0,0,1,0
CUST_480,1,628,7099,3,14,4,0,0,0,0,0,0,0
CUST_786,1,1333,4633,3,9,1,0,0,0,0,0,0,0
CUST_449,1,387,7637,3,0,3,1,0,0,0,0,0,0
CUST_634,1,1623,4707,0,12,2,0,0,0,0,0,0,0
CUST_516,1,2452,3719,2,22,6,0,0,0,0,0,1,0
CUST_157,1,2515,12019,0,19,3,0,0,0,0,0,0,0
CUST_370,1,221,7915,0,13,0,0,0,0,0,0,0,0
CUST_576,0,2327,160932,3,3,2,1,1,1,0,0,0,0
CUST_135,1,1473,6296,1,13,0,0,0,0,0,0,0,0
CUST_442,1,1678,13633,0,13,3,0,0,0,0,0,0,0
CUST_477,1,2052,7481,0,11,2,0,0,0,0,0,0,0
CUST_256,0,2776,9874,3,18,4,0,0,0,0,0,0,0
CUST_470,1,1664,20639,2,18,3,0,0,0,0,0,0,0
CUST_302,1,1128,8709,3,19,6,0,0,0,0,0,1,0
CUST_591,1,1602,6430,1,23,0,0,0,0,0,0,0,0
CUST_513,0,2125,98095,3,17,0,0,1,0,0,0,0,0
CUST_304,1,225,7516,3,19,5,0,0,0,0,0,1,0
CUST_591,0,2713,3283,3,11,0,0,0,0,0,0,0,0
CUST_318,1,2984,14476,2,10,1,0,0,0,0,0,0,0
CUST_437,1,1798,12007,0,6,5,1,0,0,0,0,1,0
CUST_151,1,1833,15294,3,8,2,0,0,0,0,0,0,0
CUST_630,1,2184,176991,3,15,0,0,1,0,0,0,0,0
CUST_293,0,1519,276510,0,19,0,0,1,0,0,0,0,0
CUST_564,1,1464,6091,1,3,5,1,0,0,0,0,1,0
CUST_528,1,432,8547,1,16,6,0,0,0,0,0,1,0
CUST_440,1,488,20055,1,14,5,0,0,0,0,0,1,0
CUST_795,0,1223,8955,2,1,0,1,0,0,0,0,0,0
CUST_210,1,1097,187814,3,23,2,0,1,0,0,0,0,0
CUST_304,1,1920,170427,3,15,0,0,1,0,0,0,0,0
CUST_306,1,1282,6464,1,4,6,1,0,0,0,0,1,0
CUST_439,1,2449,4439,3,5,2,1,0,0,0,0,0,0
CUST_290,0,2444,7716,3,1,2,1,0,0,0,0,0,0
CUST_172,1,1246,2937,3,7,4,0,0,0,0,0,0,0
CUST_440,1,1494,12850,3,1,1,1,0,0,0,0,0,0
CUST_279,1,1328,10380,2,13,1,0,0,0,0,0,0,0
CUST_700,1,684,8360,3,7,3,0,0,0,0,0,0,0
CUST_627,1,1300,18241,2,15,0,0,0,0,0,0,0,0
CUST_733,1,1516,6001,1,17,3,0,0,0,0,0,0,0
CUST_301,1,691,3314,2,13,2,0,0,0,0,0,0,0
CUST_777,0,2622,202280,1,20,5,0,1,0,0,0,1,0
CUST_254,1,1218,4792,3,1,5,1,0,0,0,0,1,0
CUST_558,1,1079,5290,1,3,5,1,0,0,0,0,1,0
CUST_152,1,671,291314,1,20,5,0,1,0,0,0,1,0
CUST_432,1,2492,7097,1,10,1,0,0,0,0,0,0,0
CUST_221,1,700,83471,3,7,2,0,1,0,0,0,0,0
CUST_224,1,477,7862,3,20,2,0,0,0,0,0,0,0
CUST_495,0,1991,3126,2,19,0,0,0,0,0,0,0,0
CUST_327,1,2083,6836,1,5,1,1,0,0,0,0,0,0
CUST_668,1,1515,6928,3,4,4,1,0,0,0,0,0,0
CUST_707,1,286,85159,1,11,3,0,1,0,0,0,0,0
CUST_599,1,875,11277,0,8,4,0,0,0,0,0,0,0
CUST_319,1,1077,8619,3,3,0,1,0,0,0,0,0,0
CUST_191,1,2212,6507,3,2,4,1,0,0,0,0,0,0
CUST_380,1,1149,6612,1,8,5,0,0,0,0,0,1,0
CUST_221,1,216,90282,3,5,0,1,1,1,0,0,0,0
CUST_399,0,2713,7726,1,17,6,0,0,0,0,0,1,0
CUST_313,0,1862,6714,1,18,1,0,0,0,0,0,0,0
CUST_370,1,943,225017,3,16,3,0,1,0,0,0,0,0
CUST_325,1,2773,11232,1,6,3,1,0,0,0,0,0,0
CUST_683,1,1350,4867,1,17,1,0,0,0,0,0,0,0
CUST_624,1,2777,2829,0,3,0,1,0,0,0,0,0,0
CUST_267,1,1654,6380,1,19,6,0,0,0,0,0,1,0
CUST_253,1,1713,7124,3,7,4,0,0,0,0,0,0,0
CUST_564,1,2500,127624,3,23,4,0,1,0,0,0,0,0
CUST_159,1,1794,1656,2,20,5,0,0,0,0,0,1,0
CUST_732,1,1214,8055,3,10,0,0,0,0,0,0,0,0
CUST_190,1,1756,25355,3,4,4,1,0,0,0,0,0,0
CUST_379,1,611,5227,2,16,0,0,0,0,0,0,0,0
CUST_490,0,2400,3964,3,14,1,0,0,0,0,0,0,0
CUST_635,1,944,24277,0,18,3,0,0,0,0,0,0,0
CUST_393,1,1909,16322,3,18,5,0,0,0,0,0,1,0
CUST_169,0,1519,5426,2,12,5,0,0,0,0,0,1,0
CUST_656,1,1279,4881,3,14,3,0,0,0,0,0,0,0
CUST_609,1,1205,147306,3,19,0,0,1,0,0,0,0,0
CUST_677,1,1333,10454,3,1,1,1,0,0,0,0,0,0
CUST_114,1,154,272659,3,11,2,0,1,0,1,0,0,0
CUST_302,1,2369,5232,3,21,2,0,0,0,0,0,0,0
CUST_191,0,1660,4212,3,7,6,0,0,0,0,0,1,0
CUST_532,1,2222,4582,1,19,0,0,0,0,0,0,0,0
CUST_383,1,1310,180931,3,14,6,0,1,0,0,0,1,0
CUST_284,1,1210,237042,2,10,5,0,1,0,0,0,1,0
CUST_536,1,1534,3640,2,19,6,0,0,0,0,0,1,0
CUST_796,0,276,2518,3,9,1,0,0,0,0,0,0,0
CUST_610,1,1231,5618,1,17,0,0,0,0,0,0,0,0
CUST_233,1,2239,46498,1,7,1,0,0,0,0,0,0,0
CUST_322,1,2150,3636,1,8,0,0,0,0,0,0,0,0
CUST_380,0,1113,11695,1,23,0,0,0,0,0,0,0,0
CUST_557,1,2397,7353,3,19,1,0,0,0,0,0,0,0
CUST_315,0,1561,4322,2,16,2,0,0,0,0,0,0,0
CUST_313,1,1899,4885,0,4,6,1,0,0,0,0,1,0
CUST_294,1,653,6089,1,4,3,1,0,0,0,0,0,0
CUST_330,1,2648,6051,2,8,1,0,0,0,0,0,0,0
CUST_658,1,1219,8001,1,8,2,0,0,0,0,0,0,0
CUST_160,1,2362,284889,3,18,1,0,1,0,0,0,0,0
CUST_207,1,2488,140201,3,3,0,1,1,1,0,0,0,0
CUST_309,1,2229,5062,0,10,0,0,0,0,0,0,0,0
CUST_560,0,2060,10351,1,10,0,0,0,0,0,0,0,0
CUST_549,1,957,10343,2,17,1,0,0,0,0,0,0,0
CUST_596,1,699,16277,1,23,4,0,0,0,0,0,0,0
CUST_115,1,2512,4666,2,1,5,1,0,0,0,0,1,0
CUST_567,0,346,132181,0,23,6,0,1,0,0,1,1,0
CUST_391,0,219,31541,1,20,0,0,0,0,0,0,0,0
CUST_639,1,2231,8956,1,0,5,1,0,0,0,0,1,0
CUST_109,1,1906,5214,1,20,5,0,0,0,0,0,1,0
CUST_494,1,738,5331,3,23,3,0,0,0,0,0,0,0
CUST_674,1,1923,3653,1,16,0,0,0,0,0,0,0,0
CUST_595,1,2797,62450,2,20,6,0,1,0,0,0,1,0
CUST_622,1,2114,4956,3,5,2,1,0,0,0,0,0,0
CUST_270,1,1458,232728,1,23,6,0,1,0,0,0,1,0
CUST_628,1,383,31834,1,13,6,0,0,0,0,0,1,0
CUST_249,1,1549,8210,3,6,0,1,0,0,0,0,0,0
CUST_627,1,398,5650,3,12,4,0,0,0,0,0,0,0
CUST_346,1,2858,15454,1,5,1,1,0,0,0,0,0,0
CUST_716,0,1958,12253,2,20,6,0,0,0,0,0,1,0
CUST_283,0,119,10503,1,0,0,1,0,0,0,0,0,0
CUST_731,1,1169,10665,3,21,4,0,0,0,0,0,0,0
CUST_798,1,1336,1512,1,6,2,1,0,0,0,0,0,0
CUST_247,0,1408,292649,3,19,4,0,1,0,0,0,0,1
CUST_792,1,686,198106,3,12,3,0,1,0,0,0,0,0
CUST_126,1,2434,3546,3,14,4,0,0,0,0,0,0,1
CUST_199,1,400,8126,3,19,6,0,0,0,0,0,1,0
CUST_394,1,772,3327,2,3,1,1,0,0,0,0,0,0
CUST_536,1,683,10001,3,6,6,1,0,0,0,0,1,0
CUST_323,1,2225,162995,3,11,1,0,1,0,0,0,0,0
CUST_739,1,2692,7651,0,15,5,0,0,0,0,0,1,0
CUST_157,1,1542,12765,1,20,0,0,0,0,0,0,0,0
CUST_278,1,1354,6586,0,9,6,0,0,0,0,0,1,0
CUST_583,1,1156,6125,3,12,2,0,0,0,0,0,0,0
CUST_215,1,1218,11806,0,12,6,0,0,0,0,0,1,0
CUST_144,1,239,6342,0,16,0,0,0,0,0,0,0,0
CUST_414,1,1525,25589,2,2,2,1,0,0,0,0,0,0
CUST_524,1,1073,2692,1,1,4,1,0,0,0,0,0,1
CUST_269,1,1313,295474,1,2,4,1,1,1,0,0,0,1
CUST_697,1,2096,6067,3,19,4,0,0,0,0,0,0,0
CUST_746,1,216,297567,3,9,2,0,1,0,0,0,0,0
CUST_791,1,1292,8009,3,7,2,0,0,0,0,0,0,0
CUST_519,1,96,15688,2,4,4,1,0,0,0,0,0,0
CUST_584,1,1518,18238,1,14,6,0,0,0,0,0,1,0
CUST_364,1,1585,5058,0,9,3,0,0,0,0,0,0,0
CUST_306,1,704,5026,1,4,3,1,0,0,0,0,0,0
CUST_750,1,1942,8794,1,7,4,0,0,0,0,0,0,1
CUST_281,1,1625,228347,3,21,1,0,1,0,0,0,0,0
CUST_260,1,265,8062,1,20,6,0,0,0,0,0,1,0
CUST_474,1,1561,15821,0,2,4,1,0,0,0,0,0,0
CUST_782,1,2651,5970,3,5,1,1,0,0,0,0,0,0
CUST_549,0,2999,9929,1,14,0,0,0,0,0,0,0,0
CUST_339,1,750,6336,1,8,6,0,0,0,0,0,1,0
CUST_518,1,1567,5874,0,20,0,0,0,0,0,0,0,0
CUST_241,0,1443,132717,2,2,4,1,1,1,0,0,0,1
CUST_128,1,1437,172628,3,16,5,0,1,0,0,0,1,0
CUST_540,1,1439,17875,1,1,1,1,0,0,0,0,0,0
CUST_766,1,1520,5183,1,9,4,0,0,0,0,0,0,0
CUST_282,1,140,8047,1,7,3,0,0,0,0,0,0,0
CUST_683,1,1573,8464,0,13,3,0,0,0,0,0,0,0
CUST_477,1,2654,5459,0,16,3,0,0,0,0,0,0,0
CUST_581,1,1027,74623,3,20,4,0,1,0,0,0,0,1
CUST_617,1,2076,9514,1,10,6,0,0,0,0,0,1,0
CUST_174,1,834,260928,1,21,1,0,1,0,0,0,0,0
CUST_553,1,558,10282,3,19,6,0,0,0,0,0,1,0
CUST_570,1,1832,5295,1,23,2,0,0,0,0,0,0,0
CUST_307,1,621,71680,2,12,0,0,1,0,0,0,0,0
CUST_231,1,2594,194302,3,8,0,0,1,0,0,0,0,0
CUST_240,1,1382,7559,3,4,0,1,0,0,0,0,0,0
CUST_648,1,2764,156659,1,11,5,0,1,0,0,0,1,0
CUST_668,1,1185,16207,1,2,0,1,0,0,0,0,0,0
CUST_620,1,2377,9926,1,14,1,0,0,0,0,0,0,0
CUST_447,1,2114,227909,1,7,3,0,1,0,0,0,0,0
CUST_706,1,886,26438,1,1,4,1,0,0,0,0,0,0
CUST_653,1,149,8176,0,1,0,1,0,0,0,0,0,0
CUST_458,1,1037,182977,3,20,1,0,1,0,0,0,0,0
CUST_615,1,913,13037,1,14,2,0,0,0,0,0,0,0
CUST_224,1,1134,24507,3,19,5,0,0,0,0,0,1,0
CUST_223,1,2502,11050,1,12,4,0,0,0,0,0,0,0
CUST_771,1,2433,10592,1,10,0,0,0,0,0,0,0,0
CUST_650,1,636,137821,1,13,1,0,1,0,0,0,0,0
CUST_135,1,602,14478,3,18,0,0,0,0,0,0,0,0
CUST_678,1,157,275605,3,13,2,0,1,0,1,0,0,0
CUST_548,1,1720,10317,0,16,3,0,0,0,0,0,0,0
CUST_410,1,1348,241734,2,9,1,0,1,0,0,0,0,0
CUST_154,1,2771,6874,0,2,0,1,0,0,0,0,0,0
CUST_254,1,2321,178768,1,9,6,0,1,0,0,0,1,0
CUST_481,1,114,14775,1,14,1,0,0,0,0,0,0,0
CUST_660,1,1927,261133,2,12,1,0,1,0,0,0,0,0
CUST_571,1,969,7663,1,16,2,0,0,0,0,0,0,0
CUST_338,0,1256,93383,1,6,5,1,1,1,0,0,1,0
CUST_301,1,1591,7530,3,16,0,0,0,0,0,0,0,0
CUST_128,1,1788,274162,2,19,1,0,1,0,0,0,0,0
CUST_132,1,1183,4341,3,4,4,1,0,0,0,0,0,0
CUST_383,0,1867,4844,1,8,2,0,0,0,0,0,0,0
CUST_313,1,2287,12430,3,8,2,0,0,0,0,0,0,0
CUST_353,1,2486,11424,2,22,4,0,0,0,0,0,0,0
CUST_269,1,2692,6142,1,15,6,0,0,0,0,0,1,0
CUST_158,0,2254,3147,1,1,0,1,0,0,0,0,0,0
CUST_418,0,1878,11174,1,21,6,0,0,0,0,0,1,0
CUST_327,1,1679,282547,1,9,2,0,1,0,0,0,0,0
CUST_533,1,1527,20321,0,15,5,0,0,0,0,0,1,0
CUST_244,0,2572,25915,1,22,3,0,0,0,0,0,0,0
CUST_621,1,1402,8534,3,6,4,1,0,0,0,0,0,0
CUST_157,1,565,12415,1,8,5,0,0,0,0,0,1,0
CUST_458,1,2734,32029,0,2,6,1,0,0,0,0,1,0
CUST_433,1,1703,4235,1,16,4,0,0,0,0,0,0,1
CUST_335,1,574,7440,1,11,3,0,0,0,0,0,0,0
CUST_744,1,786,3994,1,18,1,0,0,0,0,0,0,0
CUST_448,1,2410,5588,3,8,4,0,0,0,0,0,0,0
CUST_767,1,2069,11385,3,20,2,0,0,0,0,0,0,0
CUST_456,1,1217,11370,1,12,3,0,0,0,0,0,0,0
CUST_402,1,1067,3609,3,14,5,0,0,0,0,0,1,0
CUST_265,1,1009,5423,2,23,3,0,0,0,0,0,0,0
CUST_142,1,211,5268,1,22,4,0,0,0,0,0,0,1
CUST_774,1,2905,16420,3,20,2,0,0,0,0,0,0,0
CUST_327,1,861,6685,0,12,5,0,0,0,0,0,1,0
CUST_766,1,2216,5005,0,22,1,0,0,0,0,0,0,0
CUST_391,0,1164,9459,3,12,5,0,0,0,0,0,1,0
CUST_550,0,2443,7355,3,5,6,1,0,0,0,0,1,0
CUST_122,1,2295,2389,0,2,4,1,0,0,0,0,0,1
CUST_620,0,664,6946,3,18,0,0,0,0,0,0,0,0
CUST_671,1,2190,10602,3,5,4,1,0,0,0,0,0,1
CUST_324,1,1021,96010,3,17,1,0,1,0,0,0,0,0
CUST_242,1,1646,34184,1,21,6,0,0,0,0,0,1,0
CUST_108,1,362,9754,1,16,1,0,0,0,0,0,0,0
CUST_611,1,1278,5826,1,23,2,0,0,0,0,0,0,0
CUST_368,1,2905,10232,0,2,1,1,0,0,0,0,0,0
CUST_448,1,2412,12903,3,10,1,0,0,0,0,0,0,0
CUST_132,1,562,9416,1,0,1,1,0,0,0,0,0,0
CUST_412,1,997,15619,3,20,3,0,0,0,0,0,0,0
CUST_777,1,2515,44628,3,4,1,1,0,0,0,0,0,0
CUST_598,1,1946,22775,1,2,3,1,0,0,0,0,0,0
CUST_164,1,687,2664,0,6,2,1,0,0,0,0,0,0
CUST_227,1,224,14821,1,3,4,1,0,0,0,0,0,1
CUST_234,1,2396,108192,2,19,1,0,1,0,0,0,0,0
CUST_648,1,2953,3971,1,20,5,0,0,0,0,0,1,0
CUST_159,1,2456,1486,3,14,3,0,0,0,0,0,0,0
CUST_305,0,2478,213445,0,2,4,1,1,1,0,0,0,0
CUST_567,0,1449,9665,3,16,0,0,0,0,0,0,0,0
CUST_274,1,1737,163010,1,15,4,0,1,0,0,0,0,0
CUST_667,1,44,120452,1,15,1,0,1,0,1,0,0,0
CUST_721,0,2322,4813,1,13,0,0,0,0,0,0,0,0
CUST_635,1,2600,2559,1,1,3,1,0,0,0,0,0,0
CUST_660,1,670,17858,1,21,5,0,0,0,0,0,1,0
CUST_771,1,2077,5210,1,6,6,1,0,0,0,0,1,0
CUST_297,1,2929,9352,1,19,4,0,0,0,0,0,0,1
CUST_250,0,1004,5872,0,14,4,0,0,0,0,0,0,1
CUST_265,1,2884,7517,2,5,5,1,0,0,0,0,1,0
CUST_718,0,1142,15078,1,13,6,0,0,0,0,0,1,0
CUST_276,0,913,118658,0,20,5,0,1,0,0,0,1,0
CUST_789,1,1298,4289,1,21,6,0,0,0,0,0,1,0
